id,approved,reason_for_rejection,accepted_under_conditions
5742,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
5743,False,"['DTI ratio too high: 86.03%.', 'FEDTI ratio above preferred level of 28%.']",[]
5744,False,"['Credit score below 640.', 'DTI ratio too high: 68.69%.', 'FEDTI ratio above preferred level of 28%.']",[]
5745,False,"['DTI ratio too high: 53.93%.', 'FEDTI ratio above preferred level of 28%.']",[]
5746,False,"['DTI ratio too high: 88.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
5747,False,['DTI ratio too high: 43.84%.'],[]
5748,False,"['Credit score below 640.', 'DTI ratio too high: 70.38%.', 'FEDTI ratio above preferred level of 28%.']",[]
5749,False,['DTI ratio too high: 57.51%.'],[]
5750,False,"['DTI ratio too high: 59.94%.', 'FEDTI ratio above preferred level of 28%.']",[]
5751,False,"['DTI ratio too high: 91.96%.', 'FEDTI ratio above preferred level of 28%.']",[]
5752,False,"['DTI ratio too high: 97.48%.', 'FEDTI ratio above preferred level of 28%.']",[]
5753,False,['DTI ratio too high: 46.25%.'],[]
5754,False,"['Credit score below 640.', 'DTI ratio too high: 78.17%.', 'FEDTI ratio above preferred level of 28%.']",[]
5755,False,['Credit score below 640.'],[]
5756,False,"['Credit score below 640.', 'DTI ratio too high: 123.23%.', 'FEDTI ratio above preferred level of 28%.']",[]
5757,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5758,False,"['DTI ratio too high: 62.22%.', 'FEDTI ratio above preferred level of 28%.']",[]
5759,True,[],[]
5760,False,"['DTI ratio too high: 84.78%.', 'FEDTI ratio above preferred level of 28%.']",[]
5761,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5762,False,"['DTI ratio too high: 89.34%.', 'FEDTI ratio above preferred level of 28%.']",[]
5763,True,[],[]
5764,False,"['DTI ratio too high: 79.14%.', 'FEDTI ratio above preferred level of 28%.']",[]
5765,False,"['DTI ratio too high: 55.54%.', 'FEDTI ratio above preferred level of 28%.']",[]
5766,False,"['DTI ratio too high: 70.94%.', 'FEDTI ratio above preferred level of 28%.']",[]
5767,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
5768,False,"['DTI ratio too high: 49.02%.', 'FEDTI ratio above preferred level of 28%.']",[]
5769,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5770,True,[],['DTI ratio above preferred level of 36%.']
5771,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
5772,False,"['Credit score below 640.', 'DTI ratio too high: 102.91%.', 'FEDTI ratio above preferred level of 28%.']",[]
5773,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
5774,False,['Credit score below 640.'],[]
5775,False,"['Credit score below 640.', 'DTI ratio too high: 90.97%.', 'FEDTI ratio above preferred level of 28%.']",[]
5776,False,"['DTI ratio too high: 62.13%.', 'FEDTI ratio above preferred level of 28%.']",[]
5777,False,"['DTI ratio too high: 59.79%.', 'FEDTI ratio above preferred level of 28%.']",[]
5778,False,"['DTI ratio too high: 111.02%.', 'FEDTI ratio above preferred level of 28%.']",[]
5779,False,"['Credit score below 640.', 'DTI ratio too high: 77.33%.', 'FEDTI ratio above preferred level of 28%.']",[]
5780,True,[],[]
5781,False,"['Credit score below 640.', 'DTI ratio too high: 74.63%.', 'FEDTI ratio above preferred level of 28%.']",[]
5782,False,"['Credit score below 640.', 'DTI ratio too high: 99.34%.', 'FEDTI ratio above preferred level of 28%.']",[]
5783,False,"['DTI ratio too high: 76.01%.', 'FEDTI ratio above preferred level of 28%.']",[]
5784,False,"['DTI ratio too high: 97.77%.', 'FEDTI ratio above preferred level of 28%.']",[]
5785,False,"['DTI ratio too high: 99.13%.', 'FEDTI ratio above preferred level of 28%.']",[]
5786,True,[],[]
5787,False,"['DTI ratio too high: 85.09%.', 'FEDTI ratio above preferred level of 28%.']",[]
5788,False,"['Credit score below 640.', 'DTI ratio too high: 53.95%.', 'FEDTI ratio above preferred level of 28%.']",[]
5789,False,"['Credit score below 640.', 'DTI ratio too high: 75.85%.', 'FEDTI ratio above preferred level of 28%.']",[]
5790,False,"['DTI ratio too high: 56.77%.', 'FEDTI ratio above preferred level of 28%.']",[]
5791,False,"['Credit score below 640.', 'DTI ratio too high: 58.61%.', 'FEDTI ratio above preferred level of 28%.']",[]
5792,False,['DTI ratio too high: 49.44%.'],[]
5793,False,"['Credit score below 640.', 'DTI ratio too high: 60.19%.', 'FEDTI ratio above preferred level of 28%.']",[]
5794,True,[],[]
5795,False,"['DTI ratio too high: 79.83%.', 'FEDTI ratio above preferred level of 28%.']",[]
5796,False,"['Credit score below 640.', 'DTI ratio too high: 114.50%.', 'FEDTI ratio above preferred level of 28%.']",[]
5797,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5798,False,"['Credit score below 640.', 'DTI ratio too high: 139.45%.', 'FEDTI ratio above preferred level of 28%.']",[]
5799,False,"['DTI ratio too high: 45.38%.', 'FEDTI ratio above preferred level of 28%.']",[]
5800,False,"['Credit score below 640.', 'DTI ratio too high: 71.20%.', 'FEDTI ratio above preferred level of 28%.']",[]
5801,False,['Credit score below 640.'],[]
5802,False,"['Credit score below 640.', 'DTI ratio too high: 58.56%.', 'FEDTI ratio above preferred level of 28%.']",[]
5803,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5804,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5805,False,['Credit score below 640.'],[]
5806,False,"['Credit score below 640.', 'DTI ratio too high: 49.49%.', 'FEDTI ratio above preferred level of 28%.']",[]
5807,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5808,True,[],['DTI ratio above preferred level of 36%.']
5809,False,['Credit score below 640.'],[]
5810,False,['DTI ratio too high: 46.14%.'],[]
5811,False,"['Credit score below 640.', 'DTI ratio too high: 101.34%.', 'FEDTI ratio above preferred level of 28%.']",[]
5812,False,"['Credit score below 640.', 'DTI ratio too high: 117.53%.', 'FEDTI ratio above preferred level of 28%.']",[]
5813,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5814,True,[],[]
5815,False,['DTI ratio too high: 46.34%.'],[]
5816,False,['DTI ratio too high: 44.82%.'],[]
5817,False,"['Credit score below 640.', 'DTI ratio too high: 97.29%.', 'FEDTI ratio above preferred level of 28%.']",[]
5818,False,"['DTI ratio too high: 55.65%.', 'FEDTI ratio above preferred level of 28%.']",[]
5819,False,['Credit score below 640.'],[]
5820,False,"['Credit score below 640.', 'DTI ratio too high: 45.44%.', 'FEDTI ratio above preferred level of 28%.']",[]
5821,False,"['DTI ratio too high: 70.82%.', 'FEDTI ratio above preferred level of 28%.']",[]
5822,False,['Credit score below 640.'],[]
5823,True,[],[]
5824,False,"['Credit score below 640.', 'DTI ratio too high: 45.95%.']",[]
5825,False,"['DTI ratio too high: 89.46%.', 'FEDTI ratio above preferred level of 28%.']",[]
5826,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5827,False,['DTI ratio too high: 46.52%.'],[]
5828,True,[],[]
5829,False,"['Credit score below 640.', 'DTI ratio too high: 81.65%.', 'FEDTI ratio above preferred level of 28%.']",[]
5830,False,['DTI ratio too high: 43.28%.'],[]
5831,False,"['DTI ratio too high: 48.99%.', 'FEDTI ratio above preferred level of 28%.']",[]
5832,False,"['DTI ratio too high: 80.81%.', 'FEDTI ratio above preferred level of 28%.']",[]
5833,False,['Credit score below 640.'],[]
5834,False,"['DTI ratio too high: 55.52%.', 'FEDTI ratio above preferred level of 28%.']",[]
5835,False,"['DTI ratio too high: 73.58%.', 'FEDTI ratio above preferred level of 28%.']",[]
5836,False,"['DTI ratio too high: 63.63%.', 'FEDTI ratio above preferred level of 28%.']",[]
5837,False,"['DTI ratio too high: 51.46%.', 'FEDTI ratio above preferred level of 28%.']",[]
5838,False,"['Credit score below 640.', 'DTI ratio too high: 51.55%.', 'FEDTI ratio above preferred level of 28%.']",[]
5839,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5840,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5841,False,"['DTI ratio too high: 83.11%.', 'FEDTI ratio above preferred level of 28%.']",[]
5842,False,['Credit score below 640.'],[]
5843,False,"['Credit score below 640.', 'DTI ratio too high: 120.04%.', 'FEDTI ratio above preferred level of 28%.']",[]
5844,False,"['Credit score below 640.', 'DTI ratio too high: 81.73%.', 'FEDTI ratio above preferred level of 28%.']",[]
5845,False,['Credit score below 640.'],[]
5846,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
5847,True,[],[]
5848,False,"['DTI ratio too high: 97.18%.', 'FEDTI ratio above preferred level of 28%.']",[]
5849,False,"['Credit score below 640.', 'DTI ratio too high: 59.35%.', 'FEDTI ratio above preferred level of 28%.']",[]
5850,False,"['Credit score below 640.', 'DTI ratio too high: 44.67%.', 'FEDTI ratio above preferred level of 28%.']",[]
5851,True,[],[]
5852,False,"['DTI ratio too high: 55.21%.', 'FEDTI ratio above preferred level of 28%.']",[]
5853,False,"['Credit score below 640.', 'DTI ratio too high: 43.34%.']",[]
5854,False,"['Credit score below 640.', 'DTI ratio too high: 135.44%.', 'FEDTI ratio above preferred level of 28%.']",[]
5855,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
5856,False,"['DTI ratio too high: 65.43%.', 'FEDTI ratio above preferred level of 28%.']",[]
5857,False,['Credit score below 640.'],[]
5858,False,"['Credit score below 640.', 'DTI ratio too high: 135.87%.', 'FEDTI ratio above preferred level of 28%.']",[]
5859,False,['Credit score below 640.'],[]
5860,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5861,False,"['DTI ratio too high: 135.95%.', 'FEDTI ratio above preferred level of 28%.']",[]
5862,True,[],[]
5863,False,"['DTI ratio too high: 83.89%.', 'FEDTI ratio above preferred level of 28%.']",[]
5864,False,"['DTI ratio too high: 48.42%.', 'FEDTI ratio above preferred level of 28%.']",[]
5865,False,"['Credit score below 640.', 'DTI ratio too high: 132.10%.', 'FEDTI ratio above preferred level of 28%.']",[]
5866,False,['Credit score below 640.'],[]
5867,True,[],['DTI ratio above preferred level of 36%.']
5868,False,"['Credit score below 640.', 'DTI ratio too high: 46.84%.']",[]
5869,True,[],[]
5870,False,"['DTI ratio too high: 50.43%.', 'FEDTI ratio above preferred level of 28%.']",[]
5871,False,"['DTI ratio too high: 74.75%.', 'FEDTI ratio above preferred level of 28%.']",[]
5872,False,"['Credit score below 640.', 'DTI ratio too high: 48.85%.', 'FEDTI ratio above preferred level of 28%.']",[]
5873,False,"['DTI ratio too high: 60.28%.', 'FEDTI ratio above preferred level of 28%.']",[]
5874,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
5875,False,"['DTI ratio too high: 64.62%.', 'FEDTI ratio above preferred level of 28%.']",[]
5876,True,[],[]
5877,False,"['Credit score below 640.', 'DTI ratio too high: 43.88%.', 'FEDTI ratio above preferred level of 28%.']",[]
5878,False,['Credit score below 640.'],[]
5879,True,[],[]
5880,False,"['DTI ratio too high: 61.78%.', 'FEDTI ratio above preferred level of 28%.']",[]
5881,False,"['Credit score below 640.', 'DTI ratio too high: 97.37%.', 'FEDTI ratio above preferred level of 28%.']",[]
5882,True,[],[]
5883,False,"['Credit score below 640.', 'DTI ratio too high: 85.40%.', 'FEDTI ratio above preferred level of 28%.']",[]
5884,False,['Credit score below 640.'],[]
5885,False,"['DTI ratio too high: 44.24%.', 'FEDTI ratio above preferred level of 28%.']",[]
5886,False,"['Credit score below 640.', 'DTI ratio too high: 63.32%.', 'FEDTI ratio above preferred level of 28%.']",[]
5887,False,"['DTI ratio too high: 71.63%.', 'FEDTI ratio above preferred level of 28%.']",[]
5888,False,"['DTI ratio too high: 77.93%.', 'FEDTI ratio above preferred level of 28%.']",[]
5889,True,[],['DTI ratio above preferred level of 36%.']
5890,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
5891,False,"['Credit score below 640.', 'DTI ratio too high: 49.48%.', 'FEDTI ratio above preferred level of 28%.']",[]
5892,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5893,False,"['Credit score below 640.', 'DTI ratio too high: 47.09%.', 'FEDTI ratio above preferred level of 28%.']",[]
5894,False,"['Credit score below 640.', 'DTI ratio too high: 106.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
5895,False,['Credit score below 640.'],[]
5896,False,['Credit score below 640.'],[]
5897,False,"['Credit score below 640.', 'DTI ratio too high: 51.59%.', 'FEDTI ratio above preferred level of 28%.']",[]
5898,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
5899,False,"['DTI ratio too high: 57.19%.', 'FEDTI ratio above preferred level of 28%.']",[]
5900,False,['Credit score below 640.'],[]
5901,False,"['DTI ratio too high: 87.90%.', 'FEDTI ratio above preferred level of 28%.']",[]
5902,True,[],[]
5903,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5904,False,"['Credit score below 640.', 'DTI ratio too high: 52.13%.', 'FEDTI ratio above preferred level of 28%.']",[]
5905,True,[],['DTI ratio above preferred level of 36%.']
5906,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
5907,False,"['DTI ratio too high: 76.37%.', 'FEDTI ratio above preferred level of 28%.']",[]
5908,False,['Credit score below 640.'],[]
5909,False,"['Credit score below 640.', 'DTI ratio too high: 72.49%.', 'FEDTI ratio above preferred level of 28%.']",[]
5910,False,"['DTI ratio too high: 82.46%.', 'FEDTI ratio above preferred level of 28%.']",[]
5911,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
5912,False,"['DTI ratio too high: 96.15%.', 'FEDTI ratio above preferred level of 28%.']",[]
5913,False,"['Credit score below 640.', 'DTI ratio too high: 90.02%.', 'FEDTI ratio above preferred level of 28%.']",[]
5914,False,"['DTI ratio too high: 61.66%.', 'FEDTI ratio above preferred level of 28%.']",[]
5915,False,"['DTI ratio too high: 60.52%.', 'FEDTI ratio above preferred level of 28%.']",[]
5916,False,"['Credit score below 640.', 'DTI ratio too high: 93.67%.', 'FEDTI ratio above preferred level of 28%.']",[]
5917,True,[],[]
5918,False,"['DTI ratio too high: 121.36%.', 'FEDTI ratio above preferred level of 28%.']",[]
5919,False,"['Credit score below 640.', 'DTI ratio too high: 64.06%.', 'FEDTI ratio above preferred level of 28%.']",[]
5920,False,"['Credit score below 640.', 'DTI ratio too high: 70.49%.', 'FEDTI ratio above preferred level of 28%.']",[]
5921,False,['Credit score below 640.'],[]
5922,False,"['DTI ratio too high: 49.53%.', 'FEDTI ratio above preferred level of 28%.']",[]
5923,False,['DTI ratio too high: 47.32%.'],[]
5924,False,['Credit score below 640.'],[]
5925,False,"['DTI ratio too high: 118.80%.', 'FEDTI ratio above preferred level of 28%.']",[]
5926,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5927,False,"['Credit score below 640.', 'DTI ratio too high: 109.29%.', 'FEDTI ratio above preferred level of 28%.']",[]
5928,True,[],['DTI ratio above preferred level of 36%.']
5929,False,"['Credit score below 640.', 'DTI ratio too high: 54.47%.', 'FEDTI ratio above preferred level of 28%.']",[]
5930,True,[],['DTI ratio above preferred level of 36%.']
5931,False,"['Credit score below 640.', 'DTI ratio too high: 119.99%.', 'FEDTI ratio above preferred level of 28%.']",[]
5932,True,[],['PMI required due to LTV ratio between 80% and 95%.']
5933,True,[],[]
5934,False,"['DTI ratio too high: 88.56%.', 'FEDTI ratio above preferred level of 28%.']",[]
5935,False,"['Credit score below 640.', 'DTI ratio too high: 82.00%.', 'FEDTI ratio above preferred level of 28%.']",[]
5936,False,"['Credit score below 640.', 'DTI ratio too high: 63.20%.', 'FEDTI ratio above preferred level of 28%.']",[]
5937,False,"['DTI ratio too high: 73.29%.', 'FEDTI ratio above preferred level of 28%.']",[]
5938,False,"['DTI ratio too high: 46.44%.', 'FEDTI ratio above preferred level of 28%.']",[]
5939,False,"['Credit score below 640.', 'DTI ratio too high: 113.02%.', 'FEDTI ratio above preferred level of 28%.']",[]
5940,False,['Credit score below 640.'],[]
5941,False,"['Credit score below 640.', 'DTI ratio too high: 102.08%.', 'FEDTI ratio above preferred level of 28%.']",[]
5942,False,"['Credit score below 640.', 'DTI ratio too high: 61.39%.', 'FEDTI ratio above preferred level of 28%.']",[]
5943,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
5944,True,[],['DTI ratio above preferred level of 36%.']
5945,False,['Credit score below 640.'],[]
5946,False,['DTI ratio too high: 49.66%.'],[]
